valence,acousticness,danceability,explicit,track_genre,loudness,popularity
0.578,0.514,0.416,False,pop,-10.995,29
0.788,0.25,0.602,False,pop,-9.416,23
0.207,0.558,0.261,False,pop,-6.733,29
0.157,0.451,0.575,False,pop,-6.674,29
0.355,0.632,0.556,False,pop,-10.811,35
0.654,0.486,0.822,False,pop,-8.899,28
0.637,0.596,0.695,False,pop,-16.278,40
0.359,0.517,0.832,False,pop,-5.859,36
0.714,0.308,0.76,False,pop,-9.997,27
0.441,0.303,0.828,False,pop,-9.517,29
0.877,0.507,0.541,False,pop,-6.191,21
0.561,0.844,0.589,False,pop,-12.006,37
0.491,0.277,0.629,False,pop,-10.517,28
0.515,0.835,0.609,False,pop,-9.828,36
0.161,0.309,0.421,False,pop,-7.445,21
0.766,0.0796,0.751,False,pop,-4.587,27
0.338,0.0145,0.559,False,pop,-6.425,15
0.0739,0.594,0.704,False,pop,-4.739,38
0.137,0.768,0.561,True,pop,-8.81,37
0.577,0.309,0.802,False,pop,-4.306,30
0.324,0.27,0.489,False,pop,-6.633,22
0.883,0.606,0.659,False,pop,-7.014,22
0.759,0.309,0.887,False,pop,-5.576,27
0.21,0.829,0.386,False,pop,-9.65,42
0.686,0.458,0.718,False,pop,-7.309,28
0.459,0.823,0.613,False,pop,-8.441,36
0.345,0.45,0.308,False,pop,-5.18,30
0.736,0.35,0.438,False,pop,-3.384,28
0.62,0.634,0.718,False,pop,-6.474,30
0.548,0.101,0.824,False,pop,-8.667,24
0.31,0.602,0.718,False,pop,-5.149,38
0.683,0.00114,0.738,False,pop,-5.366,25
0.473,0.581,0.465,False,pop,-3.209,35
0.33,0.547,0.48,False,pop,-6.006,33
0.427,0.236,0.886,False,pop,-7.231,28
0.446,0.751,0.501,False,pop,-5.679,40
0.704,0.279,0.637,False,pop,-6.69,24
0.697,0.693,0.631,False,pop,-6.934,29
0.625,0.32,0.549,False,pop,-4.008,29
0.767,0.13,0.644,False,pop,-1.1,30
0.618,0.0161,0.673,False,pop,-6.512,22
0.685,0.0744,0.687,False,pop,-6.61,24
0.776,0.0358,0.652,False,pop,-10.263,23
0.731,0.718,0.516,False,pop,-11.925,27
0.274,0.296,0.574,False,pop,-3.188,28
0.419,0.835,0.625,False,pop,-14.581,45
0.464,0.0282,0.601,False,pop,-3.758,22
0.343,0.0784,0.869,False,pop,-5.654,21
0.831,0.545,0.589,False,pop,-3.4,25
0.614,0.0512,0.692,False,pop,-4.698,25
0.343,0.0784,0.869,False,pop,-5.654,22
0.267,0.152,0.516,False,pop,-12.327,21
0.464,0.0282,0.601,False,pop,-3.758,23
0.46,0.624,0.638,False,pop,-6.993,34
0.326,0.789,0.662,False,pop,-14.407,47
0.304,0.00383,0.561,True,pop,-3.673,11
0.434,0.417,0.53,False,pop,-4.838,30
0.614,0.0512,0.692,False,pop,-4.698,26
0.304,0.00383,0.561,True,pop,-3.673,13
0.464,0.0282,0.601,False,pop,-3.758,21
0.464,0.0282,0.601,False,pop,-3.758,21
0.464,0.0282,0.601,False,pop,-3.758,22
0.697,0.393,0.677,False,pop,-9.477,25
0.137,0.0671,0.585,True,pop,-7.063,5
0.283,0.369,0.689,False,pop,-7.503,26
0.533,0.137,0.77,False,pop,-5.469,26
0.415,0.299,0.695,True,pop,-5.692,21
0.266,0.12,0.722,False,pop,-9.943,18
0.266,0.818,0.45,False,pop,-12.603,44
0.236,0.123,0.785,False,pop,-8.756,18
0.483,0.053,0.501,False,pop,-2.495,24
0.347,0.29,0.463,False,pop,-3.726,26
0.196,0.721,0.776,False,pop,-13.686,47
0.732,0.174,0.701,True,pop,-3.671,22
0.498,0.181,0.449,False,pop,-7.456,22
0.594,0.0263,0.628,False,pop,-4.27,24
0.407,0.927,0.52,False,pop,-6.438,43
0.0467,0.445,0.35,False,pop,-9.909,26
0.915,0.00883,0.702,False,pop,-3.787,26
0.567,0.119,0.687,False,pop,-9.552,25
0.694,0.0936,0.73,False,pop,-4.371,25
0.487,0.368,0.692,False,pop,-6.492,29
0.304,0.00383,0.561,True,pop,-3.673,11
0.407,0.603,0.7,False,pop,-8.958,34
0.464,0.0282,0.601,False,pop,-3.758,23
0.914,0.0561,0.695,False,pop,-2.278,29
0.716,0.218,0.889,False,pop,-7.773,27
0.464,0.0282,0.601,False,pop,-3.758,23
0.915,0.00883,0.702,False,pop,-3.787,26
0.464,0.0282,0.601,False,pop,-3.758,24
0.506,0.601,0.825,False,pop,-6.018,34
0.423,0.449,0.591,False,pop,-7.556,31
0.595,0.059,0.847,True,pop,-6.301,19
0.614,0.0512,0.692,False,pop,-4.698,25
0.614,0.0512,0.692,False,pop,-4.698,24
0.606,0.141,0.587,False,pop,-4.892,25
0.614,0.0512,0.692,False,pop,-4.698,24
0.464,0.0282,0.601,False,pop,-3.758,22
0.464,0.0282,0.601,False,pop,-3.758,23
0.0616,0.00266,0.456,False,pop,-7.173,4
0.304,0.00383,0.561,True,pop,-3.673,10
0.614,0.0512,0.692,False,pop,-4.698,27
0.685,0.0744,0.687,False,pop,-6.61,25
0.79,0.137,0.703,False,pop,-5.119,24
0.746,0.0137,0.647,False,pop,-3.756,25
0.304,0.00383,0.561,True,pop,-3.673,12
0.666,0.00667,0.603,False,pop,-3.646,26
0.464,0.0282,0.601,False,pop,-3.758,23
0.334,0.0407,0.754,False,pop,-8.79,17
0.464,0.0282,0.601,False,pop,-3.758,25
0.464,0.0282,0.601,False,pop,-3.758,22
0.614,0.0512,0.692,False,pop,-4.698,26
0.271,0.00269,0.624,False,pop,-8.307,13
0.51,0.111,0.582,False,pop,-7.163,23
0.405,0.136,0.465,False,pop,-4.826,22
0.618,0.0209,0.727,False,pop,-4.494,24
0.546,0.00614,0.737,True,pop,-4.51,19
0.134,0.119,0.568,False,pop,-8.57,14
0.164,0.0391,0.743,False,pop,-5.228,15
0.335,0.276,0.394,False,pop,-6.493,22
0.565,0.257,0.824,False,pop,-4.961,29
0.461,0.857,0.658,False,pop,-7.043,40
0.389,0.768,0.629,False,pop,-8.284,37
0.485,0.565,0.716,False,pop,-8.726,32
0.138,0.265,0.273,False,pop,-9.564,18
0.655,0.0361,0.837,False,pop,-7.971,25
0.102,0.794,0.363,False,pop,-8.404,42
0.896,0.0587,0.526,False,pop,-5.952,23
0.884,0.123,0.788,False,pop,-5.217,25
0.56,0.713,0.836,False,pop,-10.091,36
0.244,0.781,0.563,False,pop,-10.272,42
0.352,0.723,0.581,False,pop,-6.616,37
0.348,0.238,0.441,False,pop,-5.182,23
0.22,0.628,0.51,False,pop,-9.671,36
0.64,0.242,0.838,False,pop,-5.609,27
0.365,0.431,0.839,False,pop,-5.72,31
0.326,0.0452,0.813,False,pop,-4.254,20
0.292,0.958,0.441,False,pop,-10.107,45
0.401,0.948,0.431,False,pop,-8.683,42
0.562,0.328,0.701,False,pop,-10.965,28
0.518,0.705,0.671,True,pop,-8.494,30
0.205,0.739,0.887,False,pop,-14.505,49
0.669,0.0383,0.52,False,pop,-7.404,21
0.908,0.176,0.783,False,pop,-4.371,25
0.57,0.313,0.854,False,pop,-8.957,28
0.57,0.313,0.854,False,pop,-8.957,28
0.562,0.328,0.701,False,pop,-10.965,29
0.284,0.519,0.683,False,pop,-10.348,35
0.914,0.0561,0.695,False,pop,-2.278,26
0.205,0.739,0.887,False,pop,-14.505,51
0.205,0.739,0.887,False,pop,-14.505,49
0.915,0.00883,0.702,False,pop,-3.787,26
0.562,0.328,0.701,False,pop,-10.965,29
0.562,0.328,0.701,False,pop,-10.965,29
0.205,0.739,0.887,False,pop,-14.505,50
0.205,0.739,0.887,False,pop,-14.505,50
0.57,0.313,0.854,False,pop,-8.957,29
0.205,0.739,0.887,False,pop,-14.505,50
0.57,0.313,0.854,False,pop,-8.957,27
0.562,0.328,0.701,False,pop,-10.965,28
0.562,0.328,0.701,False,pop,-10.965,27
0.21,0.000653,0.59,False,pop,-5.044,11
0.0825,0.0237,0.698,False,pop,-4.32,10
0.509,0.464,0.644,False,pop,-8.702,29
0.493,0.754,0.645,False,pop,-13.621,39
0.333,0.649,0.633,False,pop,-9.965,37
0.41,0.0797,0.654,False,pop,-3.669,23
0.294,0.405,0.65,False,pop,-6.906,30
0.498,0.159,0.782,False,pop,-4.219,26
0.403,0.538,0.532,False,pop,-9.208,31
0.621,0.164,0.868,False,pop,-6.352,26
0.873,0.411,0.743,False,pop,-3.025,27
0.313,0.381,0.617,False,pop,-9.295,28
0.541,0.034,0.709,True,pop,-4.867,18
0.541,0.034,0.709,True,pop,-4.867,17
0.45,0.00691,0.566,False,pop,-5.733,20
0.692,0.456,0.659,False,pop,-8.181,26
0.607,0.601,0.651,False,pop,-5.787,29
0.541,0.034,0.709,True,pop,-4.867,19
0.541,0.034,0.709,True,pop,-4.867,18
0.569,0.257,0.705,False,pop,-3.378,29
0.494,0.101,0.805,False,pop,-1.294,31
0.833,0.133,0.752,False,pop,-11.399,24
0.569,0.257,0.705,False,pop,-3.378,30
0.563,0.0863,0.865,False,pop,-5.501,26
0.569,0.257,0.705,False,pop,-3.378,29
0.563,0.0863,0.865,False,pop,-5.501,26
0.925,0.27,0.764,False,pop,-5.548,22
0.563,0.0863,0.865,False,pop,-5.501,25
0.353,0.641,0.556,False,pop,-10.806,37
0.812,0.00214,0.678,False,pop,-4.57,25
0.538,0.264,0.757,False,pop,-4.547,28
0.517,0.0451,0.647,False,pop,-2.946,25
0.569,0.257,0.705,False,pop,-3.378,29
0.586,0.376,0.673,False,pop,-5.382,27
0.563,0.0863,0.865,False,pop,-5.501,26
0.433,0.144,0.736,False,pop,-3.559,27
0.812,0.00214,0.678,False,pop,-4.57,26
0.628,0.108,0.821,False,pop,-6.628,26
0.433,0.144,0.736,False,pop,-3.559,28
0.828,0.608,0.802,False,pop,-2.036,30
0.925,0.27,0.764,False,pop,-5.548,22
0.695,0.00323,0.759,False,pop,-5.187,26
0.628,0.108,0.821,False,pop,-6.628,25
0.406,0.116,0.712,False,pop,-5.194,23
0.569,0.257,0.705,False,pop,-3.378,30
0.757,0.697,0.607,False,pop,-7.051,25
0.556,0.418,0.803,False,pop,-11.54,33
0.581,0.0519,0.798,False,pop,-3.748,25
0.563,0.0863,0.865,False,pop,-5.501,26
0.697,0.0765,0.793,True,pop,-4.731,21
0.524,0.49,0.801,False,pop,-4.952,33
0.697,0.0765,0.793,True,pop,-4.731,20
0.537,0.223,0.597,False,pop,-6.658,26
0.123,0.629,0.422,False,pop,-9.214,36
0.533,0.297,0.752,True,pop,-7.05,21
0.387,0.0662,0.511,False,pop,-6.184,20
0.233,0.758,0.682,False,pop,-8.655,42
0.302,0.147,0.645,False,pop,-5.428,21
0.0823,0.785,0.667,True,pop,-9.389,38
0.0996,0.0223,0.639,False,pop,-7.065,9
0.559,0.302,0.791,False,pop,-5.62,28
0.839,0.198,0.655,False,pop,-4.787,25
0.556,0.154,0.653,False,pop,-6.764,25
0.347,0.447,0.741,False,pop,-7.513,30
0.474,0.587,0.527,False,pop,-7.783,33
0.451,0.864,0.573,False,pop,-7.478,38
0.456,0.495,0.684,False,pop,-5.887,33
0.646,0.558,0.376,False,pop,-5.713,28
0.456,0.495,0.684,False,pop,-5.887,33
0.365,0.449,0.296,False,pop,-5.18,29
0.462,0.0524,0.876,False,pop,-7.15,24
0.308,0.387,0.449,False,pop,-6.428,26
0.594,0.163,0.607,False,pop,-9.537,23
0.469,0.0832,0.779,False,pop,-6.033,23
0.561,0.18,0.735,False,pop,-5.629,28
0.272,0.571,0.595,False,pop,-9.413,33
0.541,0.034,0.709,True,pop,-4.867,19
0.272,0.571,0.595,False,pop,-9.413,34
0.569,0.257,0.705,False,pop,-3.378,29
0.301,0.573,0.363,False,pop,-5.88,34
0.272,0.571,0.595,False,pop,-9.413,34
0.541,0.034,0.709,True,pop,-4.867,19
0.563,0.0863,0.865,False,pop,-5.501,28
0.812,0.00214,0.678,False,pop,-4.57,25
0.733,0.499,0.608,False,pop,-5.525,27
0.433,0.144,0.736,False,pop,-3.559,27
0.713,0.291,0.741,False,pop,-4.445,27
0.541,0.034,0.709,True,pop,-4.867,18
0.704,0.0865,0.728,True,pop,-4.129,22
0.433,0.144,0.736,False,pop,-3.559,27
0.745,0.328,0.755,False,pop,-6.234,26
0.563,0.0863,0.865,False,pop,-5.501,23
0.517,0.0451,0.647,False,pop,-2.946,24
0.713,0.291,0.741,False,pop,-4.445,29
0.575,0.127,0.707,False,pop,-4.593,25
0.563,0.0863,0.865,False,pop,-5.501,27
0.607,0.0941,0.859,False,pop,-6.845,24
0.563,0.0863,0.865,False,pop,-5.501,25
0.563,0.0863,0.865,False,pop,-5.501,26
0.517,0.0451,0.647,False,pop,-2.946,27
0.433,0.144,0.736,False,pop,-3.559,27
0.697,0.0765,0.793,True,pop,-4.731,21
0.748,0.574,0.649,False,pop,-7.632,24
0.397,0.374,0.732,False,pop,-6.972,27
0.194,0.304,0.664,True,pop,-6.509,18
0.379,0.0462,0.779,False,pop,-4.958,22
0.446,0.612,0.68,True,pop,-5.077,30
0.688,0.0112,0.786,False,pop,-8.272,26
0.906,0.543,0.794,False,pop,-3.112,24
0.0849,0.691,0.38,False,pop,-7.885,37
0.467,0.0709,0.553,False,pop,-7.417,22
0.328,0.000185,0.279,False,pop,-6.46,13
0.301,0.472,0.697,False,pop,-5.459,32
0.266,0.759,0.572,False,pop,-6.45,39
0.448,0.45,0.767,False,pop,-6.144,31
0.405,0.2,0.751,False,pop,-6.977,24
0.27,0.584,0.357,False,pop,-7.301,32
0.743,0.00797,0.73,False,pop,-5.07,27
0.227,0.632,0.621,False,pop,-4.835,38
0.924,0.144,0.716,False,pop,-4.071,24
0.545,0.0188,0.743,True,pop,-4.813,19
0.335,0.0942,0.829,False,pop,-6.26,22
0.549,0.66,0.681,False,pop,-10.269,35
0.71,0.293,0.593,True,pop,-6.725,20
0.311,0.329,0.384,False,pop,-6.503,24
0.306,0.00536,0.647,False,pop,-9.815,16
0.547,0.211,0.625,False,pop,-3.32,28
0.523,0.404,0.641,True,pop,-11.132,22
0.646,0.00392,0.677,False,pop,-6.518,25
0.347,0.0471,0.355,True,pop,-9.493,9
0.626,0.132,0.722,False,pop,-4.089,27
0.427,0.206,0.359,False,pop,-7.676,21
0.647,0.298,0.765,False,pop,-2.816,31
0.818,0.536,0.53,False,pop,-4.54,24
0.27,0.759,0.575,False,pop,-6.45,41
0.505,0.511,0.432,False,pop,-6.782,28
0.119,0.83,0.412,False,pop,-15.159,52
0.646,0.558,0.376,False,pop,-5.713,26
0.747,0.575,0.628,False,pop,-4.56,27
0.274,0.725,0.602,False,pop,-9.264,38
0.456,0.495,0.684,False,pop,-5.887,32
0.197,0.0312,0.559,False,pop,-6.125,14
0.241,0.6,0.687,False,pop,-10.31,36
0.187,0.913,0.641,False,pop,-9.508,50
0.705,0.497,0.594,False,pop,-9.422,25
0.462,0.246,0.628,False,pop,-5.565,25
0.0941,0.542,0.378,True,pop,-6.698,26
0.303,0.741,0.314,False,pop,-8.802,37
0.575,0.127,0.707,False,pop,-4.593,25
0.352,0.895,0.674,False,pop,-14.173,49
0.106,0.0147,0.572,False,pop,-5.791,9
0.352,0.895,0.674,False,pop,-14.173,50
0.351,0.0265,0.512,False,pop,-6.349,16
0.533,0.297,0.752,True,pop,-7.05,21
0.688,0.335,0.563,True,pop,-5.044,20
0.727,0.161,0.652,False,pop,-2.29,29
0.784,0.029,0.71,False,pop,-9.008,25
0.719,0.182,0.586,False,pop,-7.964,22
0.698,0.037,0.708,False,pop,-8.365,23
0.719,0.182,0.586,False,pop,-7.964,24
0.848,0.0558,0.627,False,pop,-8.529,24
0.737,0.0475,0.702,False,pop,-6.944,23
0.719,0.182,0.586,False,pop,-7.964,23
0.719,0.182,0.586,False,pop,-7.964,24
0.698,0.037,0.708,False,pop,-8.365,22
0.784,0.029,0.71,False,pop,-9.008,23
0.446,0.0498,0.617,False,pop,-6.769,21
0.848,0.0558,0.627,False,pop,-8.529,23
0.719,0.182,0.586,False,pop,-7.964,23
0.698,0.037,0.708,False,pop,-8.365,22
0.719,0.182,0.586,False,pop,-7.964,22
0.719,0.182,0.586,False,pop,-7.964,24
0.719,0.182,0.586,False,pop,-7.964,23
0.698,0.037,0.708,False,pop,-8.365,23
0.698,0.037,0.708,False,pop,-8.365,23
0.698,0.037,0.708,False,pop,-8.365,23
0.525,0.24,0.596,False,pop,-4.091,27
0.784,0.029,0.71,False,pop,-9.008,24
0.848,0.0558,0.627,False,pop,-8.529,22
0.784,0.029,0.71,False,pop,-9.008,24
0.698,0.037,0.708,False,pop,-8.365,25
0.698,0.037,0.708,False,pop,-8.365,24
0.418,0.21,0.706,False,pop,-4.353,26
0.309,0.34,0.559,False,pop,-5.525,28
0.451,0.47,0.667,False,pop,-5.697,31
0.719,0.182,0.586,False,pop,-7.964,23
0.861,0.021,0.741,False,pop,-5.341,25
0.399,0.713,0.657,False,pop,-6.829,37
0.861,0.021,0.741,False,pop,-5.341,25
0.698,0.037,0.708,False,pop,-8.365,24
0.698,0.037,0.708,False,pop,-8.365,24
0.784,0.029,0.71,False,pop,-9.008,22
0.958,0.142,0.811,False,pop,-5.882,24
0.784,0.029,0.71,False,pop,-9.008,25
0.784,0.029,0.71,False,pop,-9.008,24
0.468,0.337,0.572,False,pop,-6.826,27
0.566,0.146,0.764,False,pop,-5.692,25
0.745,0.101,0.664,False,pop,-2.027,28
0.22,0.00481,0.588,False,pop,-5.25,13
0.446,0.923,0.638,False,pop,-7.787,42
0.237,0.131,0.315,False,pop,-9.146,15
0.0861,0.00208,0.652,False,pop,-4.491,11
0.532,0.681,0.744,False,pop,-12.535,38
0.517,0.293,0.65,False,pop,-8.667,26
0.178,0.584,0.442,True,pop,-7.222,27
0.564,0.491,0.568,False,pop,-6.087,29
0.396,0.354,0.698,False,pop,-8.242,28
0.483,0.000712,0.595,False,pop,-6.187,19
0.543,0.173,0.633,False,pop,-4.104,27
0.237,0.177,0.669,True,pop,-6.902,15
0.211,0.597,0.608,False,pop,-5.396,35
0.453,0.657,0.647,False,pop,-8.632,36
0.635,0.617,0.579,False,pop,-7.334,28
0.3,0.338,0.362,False,pop,-6.031,24
0.277,0.176,0.468,False,pop,-3.932,22
0.339,0.281,0.531,False,pop,-7.213,23
0.201,0.607,0.614,False,pop,-10.48,36
0.616,0.633,0.523,False,pop,-6.584,29
0.499,0.0235,0.823,False,pop,-3.937,25
0.175,0.759,0.268,False,pop,-8.877,38
0.726,0.346,0.576,False,pop,-5.136,26
0.433,0.257,0.834,False,pop,-1.684,32
0.516,0.654,0.756,False,pop,-6.625,35
0.44,0.123,0.63,False,pop,-4.93,22
0.391,0.64,0.555,False,pop,-7.175,36
0.477,0.0654,0.664,False,pop,-4.972,23
0.135,0.181,0.727,False,pop,-4.782,18
0.746,0.191,0.789,False,pop,-3.604,29
0.443,0.00503,0.647,True,pop,-6.214,12
0.554,0.0781,0.612,False,pop,-5.123,23
0.771,0.766,0.711,False,pop,-10.162,27
0.285,0.00239,0.429,False,pop,-7.227,12
0.318,0.838,0.537,False,pop,-8.937,43
0.25,0.832,0.643,False,pop,-7.355,45
0.285,0.00239,0.429,False,pop,-7.227,12
0.57,0.394,0.637,False,pop,-4.518,29
0.734,0.0819,0.651,False,pop,-12.389,27
0.834,0.655,0.82,False,pop,-4.517,25
0.233,0.539,0.607,False,pop,-8.607,31
0.671,0.359,0.6,False,pop,-7.939,25
0.593,0.0292,0.78,False,pop,-8.896,23
0.321,0.858,0.299,False,pop,-7.862,40
0.237,0.131,0.315,False,pop,-9.146,17
0.137,0.727,0.658,False,pop,-12.007,43
0.213,0.731,0.557,False,pop,-7.224,40
0.237,0.131,0.315,False,pop,-9.146,14
0.489,0.00711,0.507,False,pop,-6.023,20
0.237,0.131,0.315,False,pop,-9.146,15
0.237,0.131,0.315,False,pop,-9.146,16
0.235,0.775,0.512,False,pop,-8.991,42
0.456,0.00381,0.651,False,pop,-6.541,20
0.0861,0.00208,0.652,False,pop,-4.491,9
0.543,0.524,0.449,False,pop,-8.964,27
0.455,0.0764,0.718,True,pop,-9.115,15
0.196,0.813,0.523,False,pop,-7.799,42
0.197,0.72,0.629,False,pop,-13.123,44
0.671,0.191,0.687,False,pop,-2.749,31
0.597,0.365,0.756,False,pop,-6.91,28
0.617,0.157,0.842,True,pop,-4.167,23
0.796,0.608,0.758,False,pop,-7.777,25
0.335,0.671,0.581,False,pop,-7.571,37
0.686,0.0473,0.484,False,pop,-4.296,24
0.315,0.889,0.394,False,pop,-10.368,43
0.767,0.574,0.591,False,pop,-6.977,24
0.803,0.0933,0.645,False,pop,-4.761,25
0.595,0.109,0.73,False,pop,-5.672,26
0.688,0.0237,0.778,False,pop,-3.913,26
0.439,0.288,0.489,False,pop,-6.497,24
0.497,0.598,0.488,False,pop,-7.005,31
0.517,0.295,0.63,False,pop,-7.525,27
0.344,0.957,0.438,False,pop,-9.402,45
0.345,0.301,0.59,False,pop,-7.996,26
0.344,0.957,0.438,False,pop,-9.402,43
0.925,0.376,0.768,False,pop,-6.277,21
0.344,0.957,0.438,False,pop,-9.402,45
0.773,0.923,0.697,False,pop,-11.507,29
0.315,0.889,0.394,False,pop,-10.368,42
0.88,0.871,0.631,False,pop,-6.119,19
0.542,0.341,0.636,False,pop,-8.205,27
0.344,0.957,0.438,False,pop,-9.402,45
0.344,0.957,0.438,False,pop,-9.402,43
0.344,0.957,0.438,False,pop,-9.402,44
0.344,0.957,0.438,False,pop,-9.402,45
0.646,0.00544,0.702,False,pop,-5.33,24
0.344,0.957,0.438,False,pop,-9.402,44
0.315,0.889,0.394,False,pop,-10.368,44
0.599,0.518,0.419,False,pop,-10.985,28
0.628,0.464,0.742,False,pop,-9.267,30
0.661,0.187,0.661,False,pop,-10.747,25
0.344,0.957,0.438,False,pop,-9.402,43
0.315,0.889,0.394,False,pop,-10.368,43
0.344,0.957,0.438,False,pop,-9.402,44
0.344,0.957,0.438,False,pop,-9.402,43
0.344,0.957,0.438,False,pop,-9.402,46
0.196,0.896,0.45,False,pop,-11.417,48
0.344,0.957,0.438,False,pop,-9.402,44
0.344,0.957,0.438,False,pop,-9.402,44
0.344,0.957,0.438,False,pop,-9.402,45
0.558,0.107,0.722,False,pop,-9.082,25
0.344,0.957,0.438,False,pop,-9.402,44
0.344,0.957,0.438,False,pop,-9.402,44
0.577,0.203,0.652,False,pop,-8.587,24
0.566,0.676,0.72,False,pop,-9.773,34
0.519,0.166,0.6,False,pop,-6.124,24
0.436,0.0164,0.828,True,pop,-6.414,14
0.398,0.0495,0.612,False,pop,-2.81,22
0.371,0.234,0.533,False,pop,-7.521,24
0.416,0.255,0.524,False,pop,-7.285,23
0.608,0.607,0.795,False,pop,-11.991,34
0.193,0.106,0.615,False,pop,-6.719,16
0.919,0.0984,0.801,False,pop,-4.233,25
0.52,0.735,0.561,False,pop,-10.193,34
0.52,0.409,0.76,False,pop,-10.165,29
0.131,0.695,0.445,True,pop,-8.532,32
0.575,0.105,0.73,False,pop,-5.194,24
0.669,0.447,0.523,False,pop,-4.953,27
0.231,0.153,0.567,False,pop,-5.029,19
0.484,0.624,0.515,False,pop,-4.028,35
0.867,0.278,0.744,False,pop,-7.663,23
0.554,0.166,0.533,False,pop,-7.901,23
0.715,0.464,0.823,False,pop,-1.695,33
0.308,0.273,0.442,False,pop,-6.394,22
0.746,0.0152,0.746,False,pop,-6.684,24
0.444,0.889,0.32,False,pop,-9.537,39
0.598,0.663,0.524,False,pop,-6.112,30
0.594,0.163,0.607,False,pop,-9.537,23
0.794,0.165,0.792,False,pop,-3.112,28
0.156,0.969,0.467,False,pop,-10.99,52
0.37,0.746,0.5,False,pop,-8.554,37
0.345,0.903,0.411,False,pop,-8.844,41
0.284,0.594,0.329,False,pop,-6.312,32
0.641,0.88,0.471,False,pop,-11.711,33
0.537,0.219,0.552,False,pop,-7.801,24
0.699,0.258,0.603,False,pop,-5.601,25
0.658,0.16,0.758,True,pop,-5.695,21
0.654,0.587,0.746,False,pop,-10.096,31
0.344,0.957,0.438,False,pop,-9.402,45
0.619,0.214,0.627,False,pop,-4.944,26
0.19,0.868,0.531,False,pop,-8.937,47
0.172,0.937,0.373,False,pop,-13.171,52
0.344,0.957,0.438,False,pop,-9.402,44
0.315,0.783,0.671,False,pop,-15.071,49
0.305,0.0586,0.875,False,pop,-8.364,20
0.82,0.75,0.493,False,pop,-11.628,23
0.172,0.937,0.373,False,pop,-13.171,52
0.172,0.937,0.373,False,pop,-13.171,52
0.416,0.336,0.692,False,pop,-9.158,29
0.548,0.835,0.48,False,pop,-8.766,34
0.172,0.937,0.373,False,pop,-13.171,52
0.392,0.0115,0.721,False,pop,-6.95,19
0.394,0.211,0.206,False,pop,-6.591,21
0.567,0.685,0.718,False,pop,-10.632,33
0.182,0.0205,0.37,False,pop,-9.013,9
0.412,0.459,0.549,False,pop,-7.865,27
0.459,0.0388,0.62,True,pop,-6.322,15
0.0784,0.511,0.498,False,pop,-4.721,33
0.672,0.0371,0.764,False,pop,-5.279,27
0.106,0.0586,0.731,False,pop,-8.418,11
0.355,0.395,0.64,False,pop,-4.873,30
0.378,0.131,0.639,False,pop,-6.497,21
0.262,0.789,0.461,False,pop,-6.389,43
0.538,0.0324,0.634,False,pop,-3.96,24
0.667,0.777,0.813,False,pop,-5.926,34
0.306,0.131,0.617,False,pop,-3.97,23
0.527,0.566,0.634,False,pop,-8.367,32
0.32,0.701,0.495,False,pop,-7.023,37
0.503,0.411,0.731,True,pop,-6.302,23
0.803,0.00451,0.726,False,pop,-7.764,24
0.388,0.0861,0.752,False,pop,-5.165,22
0.526,0.323,0.712,False,pop,-6.965,27
0.653,0.00772,0.76,True,pop,-8.964,19
0.238,0.34,0.553,False,pop,-7.021,25
0.693,0.375,0.858,False,pop,-3.747,31
0.678,0.362,0.599,False,pop,-7.576,27
0.744,0.0843,0.682,False,pop,-2.915,27
0.475,0.319,0.524,False,pop,-2.625,29
0.838,0.0123,0.706,False,pop,-5.502,24
0.764,0.204,0.547,False,pop,-5.865,25
0.286,0.225,0.6,False,pop,-5.802,23
0.219,0.528,0.778,False,pop,-10.109,34
0.793,0.165,0.792,False,pop,-3.112,28
0.235,0.781,0.442,False,pop,-10.675,41
0.429,0.623,0.294,False,pop,-5.952,31
0.384,0.45,0.603,False,pop,-8.501,29
0.523,0.178,0.468,False,pop,-3.155,27
0.218,0.834,0.55,False,pop,-12.503,49
0.385,0.06,0.688,False,pop,-7.505,19
0.386,0.236,0.71,False,pop,-8.755,24
0.703,0.484,0.731,False,pop,-8.579,27
0.33,0.273,0.346,False,pop,-8.276,23
0.361,0.731,0.41,False,pop,-8.071,37
0.706,0.586,0.573,False,pop,-7.751,26
0.235,0.422,0.445,False,pop,-7.714,27
0.661,0.275,0.797,False,pop,-8.325,28
0.742,0.178,0.895,False,pop,-10.48,27
0.397,0.816,0.596,False,pop,-11.604,41
0.667,0.0386,0.741,False,pop,-9.428,22
0.835,0.352,0.637,False,pop,-6.612,23
0.542,0.687,0.528,False,pop,-6.32,33
0.676,0.237,0.474,False,pop,-8.614,23
0.417,0.298,0.467,False,pop,-3.885,27
0.365,0.893,0.504,False,pop,-9.277,43
0.427,0.00899,0.788,False,pop,-5.586,19
0.297,0.767,0.332,True,pop,-8.697,31
0.789,0.431,0.644,False,pop,-5.924,26
0.55,0.0399,0.73,False,pop,-7.976,21
0.685,0.125,0.782,True,pop,-7.106,19
0.828,0.62,0.715,False,pop,-2.539,29
0.338,0.765,0.395,True,pop,-9.72,32
0.606,0.477,0.678,False,pop,-9.379,29
0.624,0.265,0.537,False,pop,-1.864,32
0.736,0.498,0.43,False,pop,-5.105,24
0.494,0.695,0.358,False,pop,-7.398,31
0.221,0.719,0.319,False,pop,-6.401,38
